paper,idstudy,pub_year,pub_year_dif,published,top,cite_google,lnycite,idcoeff,frisch,se,ftest,no_obs,est_per_study,byproduct,start,end,timespan,ln_timespan,daily,monthly,quarterly,annual,biannual,female,male,malefemale,married,single,wealth,industry,indivlab,usa,pooled_crosec,panel,macro,micro,quasi_exp,empr,ols,probit,nonpar_sim,2sls_iv,quantile,prime,nearretirement,ratio_wage,margin,source_member,tstat,lnpubyear,ols_mle,other,source_study_id
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,209,0.21,0.01,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,1,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,210,0.29,0.02,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,1,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,211,0.44,0.03,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,1,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,212,0.5,0.03,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,1,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,213,0.25,0.06,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,1,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,214,0.38,0.08,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,1,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,215,0.65,0.1,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,1,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,216,0.68,0.12,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,1,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,217,0.22,0.02,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,218,0.31,0.03,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,219,0.49,0.05,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,220,0.55,0.05,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,221,0.24,0.07,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,222,0.33,0.05,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,223,0.39,0.07,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Park (2020),35,2020.0,36.0,1,0,13,1.1786549963416462,224,0.46,0.07,,33302.0,224,0,1999,2011,13,2.5649493574615367,0,0,0,1,1,0,0,1,0,0,0.0,0,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1.0,0,0,1,extensive,data_extensive.xlsx,,,,,35
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,1,-0.01,0.005,,12905961.0,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,2,0.0,0.005,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,3,-0.03,0.006,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,4,0.0,0.007,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,5,-0.02,0.006,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,6,-0.02,0.009,,13241977.0,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,7,0.0,0.015,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,8,-0.01,0.006,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,9,-0.02,0.008,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,10,-0.02,0.01,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,11,-0.01,0.025,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,12,-0.01,0.01,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,13,-0.02,0.004,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,14,-0.02,0.007,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,15,0.0,0.01,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,16,-0.04,0.012,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,17,-0.01,0.006,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,18,-0.01,0.006,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,19,-0.01,0.015,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Martinez et al. (2021),36,2021.0,37.0,1,1,74,3.20545280453606,20,-0.09,0.062,,,20,0,1994,2006,13,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,36
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,1,0.69,0.014,,576571.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,2,0.58,0.014,,576571.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,3,0.415,0.069,,130097.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,4,0.396,0.073,,130097.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,5,0.015,0.012,,399493.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,6,0.015,0.012,,399493.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,7,0.116,0.043,,62248.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,8,0.025,0.04,,62248.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,9,0.072,0.015,,548347.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,10,0.06,0.015,,548347.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,11,0.096,0.015,,447599.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,12,0.066,0.015,,447599.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,13,0.068,0.013,,587332.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Sigurdsson (2022),37,2022.0,38.0,0,0,24,2.4849066497880004,14,0.058,0.014,,586321.0,14,0,1981,2015,35,3.5553480614894135,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,1,0.0,0,0,1,extensive,data_extensive.xlsx,,,,,37
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,1,1.0,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,2,0.7,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,3,0.6,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,4,1.1,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,5,0.0,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,6,0.1,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,7,0.2,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,8,0.8,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,9,0.5,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,10,0.4,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,11,0.41,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,12,1.8,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,1,0,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,13,0.2,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,14,0.21,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,15,0.5,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,1,0,1,extensive,data_extensive.xlsx,,,,,38
Borella et al. (2023),38,2023.0,39.0,1,1,73,4.290459441148391,16,1.4,,,,16,1,1988,2010,23,3.1354942159291497,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0,1,1,0,0,0,0.0,0.0,1,0,0.0,0,1,1,extensive,data_extensive.xlsx,,,,,38
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,1,0.23,0.09504132231404959,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,2.42,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,2,0.14,0.07106598984771574,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,1.97,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,3,0.15,0.15306122448979592,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,0.98,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,4,0.1,0.125,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,0.8,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,5,0.35,0.15765765765765763,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,2.22,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,6,0.25,0.09505703422053233,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,2.63,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,7,0.45,0.2922077922077922,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,1.54,0.0,0.0,0.0,1
MaCurdy (1981),39,1981.0,,1,1,1594,3.612801743656598,8,0.3,0.17964071856287425,,5130.0,8,0,1967,1976,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,1.67,0.0,0.0,0.0,1
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,1,0.0663,0.079,129.06,4004.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,2,0.0673,0.0795,129.06,4004.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,3,0.0432,0.0787,129.06,4004.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,4,0.0428,0.0787,129.06,4004.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,5,0.0556,0.4573,1.88,3269.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,6,0.0387,0.454,1.88,3269.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,7,0.0181,0.45,1.88,3269.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,8,0.0142,0.449,1.88,3269.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,9,0.2817,0.1258,2.61,10036.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,10,0.2317,0.1434,2.61,10036.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,11,0.4782,0.3255,2.61,10036.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,12,0.2666,0.4155,2.61,3996.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,13,0.0834,0.1587,2.13,3996.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
Altonji (1986),40,1986.0,,1,1,927,3.1943674058394693,14,0.1001,0.1661,2.13,3996.0,20,0,1968,1979,12,2.4849066497880004,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,1.791759469228055,0.0,0.0,2
