idstudy,study,local,cs,aggr,idcoeff,table,forw,horiz,aux,more,comb,lag,square,orige,origse,t,lin,loglog,diff,ldiff,mean1,mean2,e,se,country,amad,balan,nobs,start,end,bothbf,bothvh,yearfe,sectfe,tgap,rd,scomp,cycl,allfirm,green,ma,nat,serv,auto,food,electro,text,empl,asset,translog,output,va,lp,pols,rand,gmm,ols,op,realpart,forpart,nace,io,check,comment,idcountry,dist,sim,gap,open,human,findev,incent,gp00,gp95,JCRimp,eigen,SJRimp,repimp,JCRcit,scocit,schcit,repcit,pub,native,citeaut,affusa,affacad,affinter,pubdate,idauthor,last,eb,seb,ef,sef,eh,seh
43,Gorodnichenko et al. (2007),0,1,0,40,2,0,0,0,0,0,0,0,0.09,0.055,1.6363636363636362,0,0,1,0,,,0.09,0.055,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3724,2002,2005,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,41,2,1,0,0,0,0,0,0,-0.001,0.046,-0.021739130434782608,0,0,1,0,,,-0.001,0.046,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3724,2002,2005,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,42,2,0,1,0,0,0,0,0,-0.002,0.022,-0.09090909090909091,0,0,1,0,,,-0.002,0.022,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3724,2002,2005,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,43,3,0,0,1,0,0,0,0,0.084,0.039,2.153846153846154,0,0,1,0,,-0.012,0.084,0.039,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,44,3,0,0,1,0,0,0,0,0.393,1.664,0.23617788461538464,0,0,1,0,,-0.012,0.393,1.664,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,45,3,0,0,0,0,1,0,0,0.07928400000000001,0.04381462112126499,1.809532936061846,0,0,1,0,,-0.012,0.07928400000000001,0.04381462112126499,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,46,3,1,0,1,0,0,0,0,0.026,0.042,0.619047619047619,0,0,1,0,,-0.012,0.026,0.042,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,47,3,1,0,1,0,0,0,0,-0.803,1.263,-0.6357878068091846,0,0,1,0,,-0.012,-0.803,1.263,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,48,3,1,0,0,0,1,0,0,0.035636,0.04465091640716907,0.7981023205668932,0,0,1,0,,-0.012,0.035636,0.04465091640716907,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,49,3,0,1,1,0,0,0,0,0.02,0.016,1.25,0,0,1,0,,-0.012,0.02,0.016,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,50,3,0,1,1,0,0,0,0,-0.608,0.613,-0.9918433931484503,0,0,1,0,,-0.012,-0.608,0.613,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,51,3,0,1,0,0,1,0,0,0.027296,0.017609961271961957,1.5500318017995791,0,0,1,0,,-0.012,0.027296,0.017609961271961957,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,4972,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,52,3,0,0,1,0,0,0,0,0.14,0.06,2.3333333333333335,0,0,1,0,,-0.0123,0.14,0.06,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,53,3,0,0,1,0,0,0,0,-1.308,2.368,-0.5523648648648649,0,0,1,0,,-0.0123,-1.308,2.368,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,54,3,0,0,0,0,1,0,0,0.15608840000000002,0.06669593073763945,2.3402986999911892,0,0,1,0,,-0.0123,0.15608840000000002,0.06669593073763945,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,55,3,1,0,1,0,0,0,0,0.032,0.068,0.47058823529411764,0,0,1,0,,-0.0123,0.032,0.068,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,56,3,1,0,1,0,0,0,0,0.696,1.695,0.4106194690265486,0,0,1,0,,-0.0123,0.696,1.695,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,57,3,1,0,0,0,1,0,0,0.0234392,0.07112425712968819,0.32955282692458765,0,0,1,0,,-0.0123,0.0234392,0.07112425712968819,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,58,3,0,1,1,0,0,0,0,0.041,0.023,1.782608695652174,0,0,1,0,,-0.0123,0.041,0.023,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,59,3,0,1,1,0,0,0,0,0.943,0.767,1.2294654498044328,0,0,1,0,,-0.0123,0.943,0.767,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,60,3,0,1,0,0,1,0,0,0.029401100000000003,0.024859650898795823,1.1826835428901443,0,0,1,0,,-0.0123,0.029401100000000003,0.024859650898795823,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,1710,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,61,3,0,0,1,0,0,0,0,0.045,0.054,0.8333333333333333,0,0,1,0,,-0.0118,0.045,0.054,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,62,3,0,0,1,0,0,0,0,0.868,2.437,0.3561756257693886,0,0,1,0,,-0.0118,0.868,2.437,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,63,3,0,0,0,0,1,0,0,0.0347576,0.061179588455301005,0.5681241224006366,0,0,1,0,,-0.0118,0.0347576,0.061179588455301005,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,64,3,1,0,1,0,0,0,0,0.028,0.053,0.5283018867924528,0,0,1,0,,-0.0118,0.028,0.053,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,65,3,1,0,1,0,0,0,0,-1.135,1.935,-0.58656330749354,0,0,1,0,,-0.0118,-1.135,1.935,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,66,3,1,0,0,0,1,0,0,0.041393,0.05770914909266987,0.7172692831344775,0,0,1,0,,-0.0118,0.041393,0.05770914909266987,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,67,3,0,1,1,0,0,0,0,0.002,0.021,0.09523809523809523,0,0,1,0,,-0.0118,0.002,0.021,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,68,3,0,1,1,0,0,0,0,-1.515,0.75,-2.02,0,0,1,0,,-0.0118,-1.515,0.75,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
43,Gorodnichenko et al. (2007),0,1,0,69,3,0,1,0,0,1,0,0,0.019877,0.022788648489982903,0.8722325068438015,0,0,1,0,,-0.0118,0.019877,0.022788648489982903,"Albania, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Georgia, Kazakhstan, Latvia, Lithuania, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Ukraine",0,0,3262,2002,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,2.0,0,ok,foreign presence 0-1 or 0-100? Summary stat only for differences,151,3495.524585805235,0.06641425944301582,22481.91080380322,77.44036621576012,37.783578345398524,16.348844814764906,3.3051512945737715,3.7078037566859465,3.4610732556415247,0.0,0.0,0.0,0.799,0,0,22,7,0,0,518,1,1,0,2007.7916666666667,24,0,0.084,0.00775623268698061,0.035,0.007231404958677687,0.02,0.003241491085899514
