Obs,ID Study,No_Eq,Study,DepVar,GDP,GDPpc,rGDP,rGDPpc,PerCap,RealGDP,Other,Growth,Log_trans,COEF_L,SE_L,COEF_S,SE_S,N,T,Sample,Rem,Rempc,RemofGDP,Growth_Rem,Log_Rem,AID,FDI,OPEN,FD,INS,OLS,FMOLS,IV,Panel,FE,RE,GMM,TS,ARDL,ECM,Cross,Start,End,Length,Variables,DF,Endogen,Year,Homogen,Single,EUR,EAP,SA,LAC,MENA,SSA,ROW,MI,LI,LMI,UMI,IT,Lags,Pub,RY,Citat,IF,Comment,TSTAT_L,TSTAT_S
146,29,3,"Eigbiremolen G.O., Nnetu V.I. (2015)",3,0,0,1,0,0,1,0,0,1,6.5e-13,7.222222222222222e-13,,,1,140,140,1,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1977,2012,0.25,3,137,1,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,0,0.0,,0.9,
147,29,3,"Eigbiremolen G.O., Nnetu V.I. (2015)",3,0,0,1,0,0,1,0,0,1,9.1e-12,4.46078431372549e-12,,,1,108,108,1,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1977,2004,0.25,3,105,1,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,0,0.0,,2.04,
148,29,3,"Eigbiremolen G.O., Nnetu V.I. (2015)",3,0,0,1,0,0,1,0,0,1,1.03e-12,6.058823529411766e-13,,,1,28,28,1,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005,2012,0.25,3,25,1,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,0,0.0,,1.6999999999999997,
149,30,5,Dolapo R.I. (2015),1,1,0,0,0,0,0,0,1,0,-1.242984,3.007527770017095,,,44,14,362,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1998,2012,1.0,9,353,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,6,0.0,IT: M2,-0.4132909469337784,
150,30,5,Dolapo R.I. (2015),1,1,0,0,0,0,0,0,1,0,1.395069,2.092895156796919,,,44,14,363,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1998,2012,1.0,9,354,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,6,0.0,IT: Credit,0.666573762889819,
151,30,5,Dolapo R.I. (2015),1,1,0,0,0,0,0,0,1,0,0.775776,0.5527092752216123,,,44,14,341,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1998,2012,1.0,9,332,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,6,0.0,IT: Overhead,1.4035878078741264,
152,30,5,Dolapo R.I. (2015),1,1,0,0,0,0,0,0,1,0,1.4050610000000001,0.5453558315457899,,,44,14,341,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1998,2012,1.0,9,332,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,6,0.0,IT: Interest,2.576411434012559,
153,30,5,Dolapo R.I. (2015),1,1,0,0,0,0,0,0,1,0,0.475055,0.18971940216013752,,,44,14,354,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1998,2012,1.0,9,345,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,6,0.0,IT: EFFI,2.5039874392974193,
154,31,2,"Azam M., Gavrilă L. (2015)",2,0,1,0,0,1,0,0,0,1,0.111,0.014,,,10,36,360,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1977,2013,1.0,6,354,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,8,0.007,,7.928571428571429,
155,31,2,"Azam M., Gavrilă L. (2015)",2,0,1,0,0,1,0,0,0,1,0.112,0.014,,,10,36,360,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1977,2013,1.0,6,354,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,8,0.007,,8.0,
156,32,4,"Raheem I.D., Adeniyi O.A. (2015)",2,0,1,0,0,1,0,0,0,0,0.176,0.0722051282051282,,,33,40,1320,0,0,1,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2010,1.0,10,1310,1,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,6,0.003,,2.4375,
157,32,4,"Raheem I.D., Adeniyi O.A. (2015)",2,0,1,0,0,1,0,0,0,0,0.104,0.05147240781984656,,,33,40,1320,0,0,1,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2010,1.0,8,1312,1,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,6,0.003,,2.0205,
158,32,4,"Raheem I.D., Adeniyi O.A. (2015)",2,0,1,0,0,1,0,0,0,0,0.004,0.0016953462744765618,,,33,40,1320,0,0,1,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2010,1.0,8,1312,1,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,6,0.003,,2.3594,
159,32,4,"Raheem I.D., Adeniyi O.A. (2015)",2,0,1,0,0,1,0,0,0,0,0.205,0.45025258071601143,,,33,40,1320,0,0,1,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2010,1.0,8,1312,1,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,6,0.003,,0.4553,
160,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,-10.986,5.973898858075041,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,Pakistan,-1.839,
161,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,-9.339,9.924548352816155,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,India,-0.9409999999999998,
162,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,191.018,11.849751861042183,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,Sri Lanka,16.12,
163,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,23.822,2.8095294256398162,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,Bangladesh,8.479,
164,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,6.757,0.48447694844769484,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2014,0,0.0,Nepal,13.947,
165,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,6.673,0.7123185311699402,,,5,22,110,0,0,1,0.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1989,2011,1.0,5,105,1,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.0,All Panel,9.368,
166,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,-10.544,7.029333333333334,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,"DOLS, Pakistan",-1.5,
167,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,-7.614,12.668885191347753,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,"DOLS, India",-0.601,
168,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,190.29,12.894023580430954,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,"DOLS, Sri Lanka",14.757999999999997,
169,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,21.78,4.4169539647130405,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,"DOLS, Bangladesh",4.931,
170,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,6.463,0.5426076735790446,,,1,22,22,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,2011,1.0,5,17,1,2015,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2014,0,0.0,"DOLS, Nepal",11.911,
171,33,12,"Shahzad S.J.H., Ali S., Ur Rehman M., Abbasi F. (2015)",4,0,0,0,1,1,1,0,0,0,-4.030376,6.1720918836140894,,,5,22,110,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,2011,1.0,5,105,1,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.0,"DOLS, All panel",-0.653,
172,34,2,"Verter N., Osakwe C.N. (2015)",4,0,0,0,1,1,1,0,0,1,-0.020056,0.052548,,,1,32,32,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1980,2012,1.0,5,27,1,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,8,0.0,,-0.3816700921062648,
173,34,2,"Verter N., Osakwe C.N. (2015)",3,0,0,0,1,1,1,0,0,1,,,0.017255,0.0070768,1,32,32,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1980,2012,1.0,5,27,1,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,8,0.0,,,2.438248926068279
174,35,3,"Najimdeen B.A., Durrani K., Tauhidi A. (2014)",1,1,0,0,0,0,0,0,1,0,0.127,0.019,,,1,31,31,1,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1980,2011,1.0,2,29,0,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,,6.684210526315789,
175,35,3,"Najimdeen B.A., Durrani K., Tauhidi A. (2014)",1,1,0,0,0,0,0,0,1,0,0.483,0.091,,,1,31,31,1,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1980,2011,1.0,1,30,0,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,,5.3076923076923075,
176,35,3,"Najimdeen B.A., Durrani K., Tauhidi A. (2014)",2,0,1,0,0,1,0,0,0,0,3.204,0.805,,,1,31,31,1,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1980,2011,1.0,1,30,0,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,0,0.0,,3.9801242236024845,
177,36,2,"Shahbaz M., Rehman I.U., Mahdzan N.S.A. (2014)",4,0,0,0,1,1,1,0,0,1,0.057,0.024,,,1,30,30,0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1976,2006,1.0,3,27,1,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,4,0.0,,2.375,
178,36,2,"Shahbaz M., Rehman I.U., Mahdzan N.S.A. (2014)",4,0,0,0,1,1,1,0,0,1,,,0.038,0.017,1,30,30,0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1976,2006,1.0,3,27,1,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,4,0.0,,,2.2352941176470584
179,37,2,"Kumar R.R., Stauvermann P.J. (2014)",5,0,0,0,0,0,0,0,0,1,0.1087,0.0527,,,1,34,34,0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1979,2012,1.0,3,31,1,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,13,0.036,TFP as dep var. Remit as Rem per worker (not per cap). Ratio 0.690952,2.0626185958254273,
180,37,2,"Kumar R.R., Stauvermann P.J. (2014)",5,0,0,0,0,0,0,0,0,1,,,-0.08712616795377971,0.039822983313659466,1,34,34,0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1979,2012,1.0,3,31,1,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2013,13,0.036,TFP as dep var. Remit as Rem per worker (not per cap),,-2.1878362870893966
181,38,4,"Feeny S., Iamsiraroj S., McGillivray M. (2014)",4,0,0,0,1,1,1,0,1,0,0.025748,0.03730260267809741,,,136,8,694,0,0,1,0.0,0.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1971,2010,5.0,8,686,1,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013,29,0.135,IT: SIDS (small island developing states),0.69024674289331,
182,38,4,"Feeny S., Iamsiraroj S., McGillivray M. (2014)",4,0,0,0,1,1,1,0,1,0,-0.017428,0.03280163995900205,,,136,8,688,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1971,2010,5.0,8,680,1,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013,29,0.135,IT: SIDS (small island developing states),-0.5313148983338278,
183,38,4,"Feeny S., Iamsiraroj S., McGillivray M. (2014)",4,0,0,0,1,1,1,0,1,0,-0.001680000000000001,0.033701320095212886,,,136,8,694,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1971,2010,5.0,8,686,1,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013,29,0.135,IT: SIDS (small island developing states),-0.04984967933759476,
184,38,4,"Feeny S., Iamsiraroj S., McGillivray M. (2014)",4,0,0,0,1,1,1,0,1,0,-0.009344000000000002,0.03441346504843707,,,136,8,689,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1971,2010,5.0,9,680,1,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013,29,0.135,IT: SIDS (small island developing states),-0.2715216263996749,
185,39,2,"Kumar R.R., Stauvermann P.J. (2014) Nr 2",5,0,0,0,0,0,0,0,1,0,0.0412,0.0194,,,1,33,33,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1980,2012,1.0,3,30,1,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12,0.0,Output per worker as dep var,2.1237113402061856,
186,39,2,"Kumar R.R., Stauvermann P.J. (2014) Nr 2",5,0,0,0,0,0,0,0,1,0,,,0.0194,0.0101,1,33,33,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1980,2012,1.0,3,30,1,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12,0.0,Output per worker as dep var,,1.920792079207921
187,40,4,"Imai K.S., Gaiha R., Ali A., Kaicker N. (2014)",4,0,0,0,1,1,1,0,1,0,1.078,0.548,,,24,29,303,0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1980,2009,1.0,8,295,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,84,0.085,,1.9671532846715327,
188,40,4,"Imai K.S., Gaiha R., Ali A., Kaicker N. (2014)",4,0,0,0,1,1,1,0,1,0,0.805,0.464,,,24,29,303,0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1980,2009,1.0,8,295,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,84,0.085,,1.7349137931034484,
189,40,4,"Imai K.S., Gaiha R., Ali A., Kaicker N. (2014)",4,0,0,0,1,1,1,0,1,0,1.702,0.475,,,24,29,298,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,1.0,8,290,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,84,0.085,,3.5831578947368423,
190,40,4,"Imai K.S., Gaiha R., Ali A., Kaicker N. (2014)",4,0,0,0,1,1,1,0,1,0,1.196,0.392,,,24,29,298,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,1.0,8,290,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,84,0.085,,3.0510204081632653,
191,41,5,"Ben Mim S., Mabrouk F. (2014)",2,0,1,0,0,1,0,0,1,0,0.259,0.098,,,19,5,76,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1999,2009,3.0,7,69,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.003,,2.642857142857143,
192,41,5,"Ben Mim S., Mabrouk F. (2014)",2,0,1,0,0,1,0,0,1,0,0.43,0.119,,,10,5,37,1,0,0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1999,2009,3.0,8,29,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.003,,3.6134453781512605,
193,41,5,"Ben Mim S., Mabrouk F. (2014)",2,0,1,0,0,1,0,0,1,0,0.61,0.223,,,9,5,36,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1999,2009,3.0,7,29,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.003,,2.7354260089686098,
194,41,5,"Ben Mim S., Mabrouk F. (2014)",2,0,1,0,0,1,0,0,1,0,0.212,0.105,,,12,5,48,1,0,0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1999,2009,3.0,8,40,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.003,,2.019047619047619,
195,41,5,"Ben Mim S., Mabrouk F. (2014)",2,0,1,0,0,1,0,0,1,0,-0.11,0.004,,,7,5,28,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1999,2009,3.0,7,21,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0.003,,-27.5,
196,42,3,"Savic N., Barjaktarovic L., Konjikusic S. (2014)",2,0,1,0,0,1,0,0,0,0,,,0.17,0.26,15,5,75,1,0,0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2005,2010,1.0,4,71,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,2,0.001,,,0.6538461538461539
197,42,3,"Savic N., Barjaktarovic L., Konjikusic S. (2014)",2,0,1,0,0,1,0,0,0,0,,,2.81,2.12,15,5,75,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2005,2010,1.0,4,71,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,2,0.001,,,1.3254716981132075
198,42,3,"Savic N., Barjaktarovic L., Konjikusic S. (2014)",2,0,1,0,0,1,0,0,0,0,,,-9.43,2.43,15,5,75,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2005,2010,1.0,9,66,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,2,0.001,,,-3.8806584362139915
199,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.3,0.01914486279514997,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,10,0.001,Bangladesh,15.669999999999998,
200,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.3,0.046583850931677016,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2014,10,0.001,Malaysia,6.44,
201,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.44,0.09586056644880174,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.001,Singapore,4.59,
202,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.61,0.05820610687022901,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2014,10,0.001,Thailand,10.48,
203,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.54,0.04470198675496689,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2014,10,0.001,Thailand,12.080000000000002,
204,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.37,0.04383886255924171,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2014,10,0.001,Philippine,8.44,
205,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.65,0.01761517615176152,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2014,10,0.001,Vietnam,36.9,
206,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.17,0.12686567164179105,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2014,10,0.001,Vietnam,1.34,
207,43,9,"Azam M., Ibrahim Y., Bakhtyar B. (2014)",2,0,1,0,0,1,0,0,0,1,0.42,0.04600219058050383,,,1,22,22,1,0,0,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1990,2012,1.0,5,17,0,2014,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2014,10,0.001,Pakistan,9.13,
208,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,-0.008,0.0186523665190021,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2014,12,0.006,"SUR, Siera Lione",-0.4289,
209,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,-0.059,0.0255057928410859,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,12,0.006,"SUR, Nigeria",-2.3132000000000037,
210,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,0.00613,0.03317099567099567,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2014,12,0.006,"SUR, Guinea",0.1848,
211,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,0.088,0.05371749481137834,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2014,12,0.006,"SUR, Gambia",1.6382,
212,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,0.00575,0.015382557517388977,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2014,12,0.006,"SUR, Ghana",0.3738,
213,44,6,"Orji A., Uche A.S., Ilori E.A. (2014)",3,0,0,1,0,0,1,0,0,1,0.232,0.05607792898407097,,,1,29,29,1,0,0,0.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1981,2010,1.0,6,23,1,2014,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2014,12,0.006,"SUR, Liberia",4.1371,
214,45,2,"Ullah S., Khan S., Shah M., Khan S.A. (2013)",4,0,0,0,1,1,1,0,0,1,0.065,0.0097,,,1,29,29,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1980,2009,1.0,5,24,1,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,1,0.0,,6.701030927835052,
215,45,2,"Ullah S., Khan S., Shah M., Khan S.A. (2013)",4,0,0,0,1,1,1,0,0,1,,,-0.0013,0.0103,1,29,29,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1980,2009,1.0,5,24,1,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,1,0.0,,,-0.1262135922330097
