label,idstudy,pubyear,reviewed,dollaryear,emissionyear,tolweight,scc,sccmean,sccbg,sccmed,stdev,stdlow,stdup,iie,mmi,dim,sce,fund,dicerice,page,cdr,prtp,rra,growth,ies,eweight,climatesens,hope,nordhaus,tol,pigou,dataset,citations,sjr,perstudy
Azar & Sterner (1996),18,1996,1,1990,1990,0.08888888888888889,351.71998624810635,0.0,1.0,0,,,,0,1,0,1,0,0,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.022222222222222223,139.97019860894028,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.044444444444444446,139.97019860894028,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Downing et al. (1996),19,1996,0,1990,1995,0.5,164.5945600759469,0.0,1.0,0,,,,1,0,1,1,0,0,0,0.0,-2.0,,,,0.0,,0,0,0,0.0,0,19,0.0,2
Downing et al. (1996),19,1996,0,1990,1995,0.5,56.34901877108969,0.0,1.0,0,,,,1,0,1,1,0,0,0,0.0,-2.0,,,,0.0,,0,0,0,0.0,0,19,0.0,2
Hohmeyer (1996),20,1996,0,1990,1995,1.0,2463.3450828891664,0.0,1.0,0,,,,0,0,0,1,0,0,0,0.0,-2.0,,,,0.0,,0,0,0,0.0,0,38,0.0,1
Hope & Maul (1996),21,1996,1,1990,1990,0.1,25.122856160579026,1.0,0.0,0,,7.324447860227122,7.324447860227122,1,1,0,0,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Hope & Maul (1996),21,1996,1,1990,1990,1.0,86.13550683627095,1.0,0.0,0,,43.946687161362725,450.45354340396796,1,1,0,0,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Hope & Maul (1996),21,1996,1,1990,1990,0.1,32.300815063601604,1.0,0.0,0,,9.155559825283902,9.155559825283902,1,1,0,0,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Hope & Maul (1996),21,1996,1,1990,1990,0.1,68.1906095787145,1.0,0.0,0,,20.142231615624585,23.804455545738143,1,1,0,0,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Hope & Maul (1996),21,1996,1,1990,1990,0.6,17.94489725755645,1.0,0.0,0,,5.493335895170341,3.662223930113561,1,1,0,1,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Hope & Maul (1996),21,1996,1,1990,1990,0.1,104.0804040938274,1.0,0.0,0,,31.128903405965264,29.297791440908487,1,1,0,0,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,38,1.6,6
Nordhaus & Yang (1996),22,1996,1,1990,2010,1.0,14.973346763363379,0.0,1.0,0,,,,1,1,0,1,0,1,0,5.0,3.0,,,,0.0,,0,1,0,1.0,0,871,6.46,1
Plambeck & Hope (1996),23,1996,1,1990,1990,0.125,10.766938354533869,1.0,0.0,0,,3.662223930113561,5.493335895170341,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.0625,17.94489725755645,1.0,0.0,0,,5.493335895170341,12.817783755397462,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.125,28.711835612090315,1.0,0.0,0,,9.155559825283902,7.324447860227122,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.125,28.711835612090315,1.0,0.0,0,,3.662223930113561,18.311119650567804,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.25,75.36856848173709,1.0,0.0,0,,20.142231615624585,49.440023056533065,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.125,165.0930547695193,1.0,0.0,0,,47.60891109147629,87.89337432272545,1,1,0,1,0,0,1,4.0,2.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.125,1579.1509586649674,1.0,0.0,0,,91.55559825283902,73.24447860227122,1,1,0,1,0,0,1,2.0,0.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Plambeck & Hope (1996),23,1996,1,1990,1990,0.0625,114.84734244836126,1.0,0.0,0,,18.311119650567804,43.946687161362725,1,1,0,1,0,0,1,5.0,3.0,,,,0.0,,1,0,0,0.0,0,102,1.6,8
Cline (1997),24,1997,0,1995,1995,1.0,231.7250656559599,0.0,1.0,0,105.29956687215271,107.44853762464562,107.44853762464562,1,1,0,1,0,1,0,,,,,,0.0,,0,0,0,1.0,0,23,0.0,1
Nordhaus & Popp (1997),25,1997,1,1990,2000,0.9,30.750525708258014,1.0,0.0,0,2.063244035923497,18.629090455080632,35.66828439718456,0,1,0,1,0,1,0,5.0,3.0,1.0,2.0,,0.0,,0,1,0,1.0,0,204,1.85,2
Nordhaus & Popp (1997),25,1997,1,1990,2010,0.1,13.009310369727405,1.0,0.0,0,,,,0,1,0,1,0,1,0,5.0,,,2.0,,0.0,,0,1,0,1.0,0,204,1.85,2
Eyre et al. (1999),26,1999,0,1995,1995,0.5,448.9260531226573,0.0,1.0,0,,,,0,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,0,0.0,0,67,0.0,4
Eyre et al. (1999),26,1999,0,1995,1995,0.5,184.85190422697656,0.0,1.0,0,,,,0,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,67,0.0,4
Eyre et al. (1999),26,1999,0,1995,1995,0.5,422.51863823308923,0.0,1.0,0,,,,0,1,1,1,0,0,0,1.0,-1.0,,,,1.0,,0,0,0,0.0,0,67,0.0,4
Eyre et al. (1999),26,1999,0,1995,1995,0.5,195.41487018280378,0.0,1.0,0,,,,0,1,1,1,0,0,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,67,0.0,4
Roughgarden & Schneider (1999),27,1999,1,1990,1995,1.0,70.35929393002183,0.0,0.0,1,,35.89759894388869,267.76309689262087,1,1,0,1,0,1,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,194,1.6,1
Tol (1999),28,1999,1,1995,2000,0.25,158.59453762979751,0.0,0.0,1,115.54744884456677,50.86122198040154,124.84118122462195,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,140.4694476149635,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,52.10963379264776,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,0.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,149.53199262238053,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,147.26635637052627,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,126.87563010383802,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,917.5826820009713,0.0,0.0,1,604.9248792450849,285.5164052081631,643.8568327973559,1,1,1,1,1,0,0,0.0,-2.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,550.5496092005828,0.0,1.0,0,,,,1,1,1,1,1,0,0,0.0,-2.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,321.72034776330355,0.0,1.0,0,,,,1,1,1,1,1,0,0,0.0,-2.0,,,,0.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,815.6290506675301,0.0,1.0,0,,,,1,1,1,1,1,0,0,0.0,-2.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,788.4414156452791,0.0,1.0,0,,,,1,1,1,1,1,0,0,0.0,-2.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,652.503240534024,0.0,1.0,0,,,,1,1,1,1,1,0,0,0.0,-2.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,475.7836128893926,0.0,0.0,1,323.9859840151578,149.11585535163178,349.0929326836651,1,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,389.68943531893103,0.0,1.0,0,,,,1,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,165.39144638536027,0.0,1.0,0,,,,1,1,1,1,1,0,0,1.0,-1.0,,,,0.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,435.0021603560161,0.0,1.0,0,,,,1,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,423.6739790967448,0.0,1.0,0,,,,1,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,353.43925528926303,0.0,1.0,0,,,,1,1,1,1,1,0,0,1.0,-1.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.1,65.70345130377326,0.0,0.0,1,49.8439975407935,20.806863537436996,55.48496943316531,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.020000000000000004,58.90654254821051,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.020000000000000004,20.39072626668825,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,0.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.020000000000000004,63.43781505191901,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.020000000000000004,63.43781505191901,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.020000000000000004,56.64090629635626,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.05,13.593817511125502,0.0,0.0,1,11.32818125927125,4.623747452763776,12.715305495100385,1,1,1,1,1,0,0,10.0,8.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,13.593817511125502,0.0,1.0,0,,,,1,1,1,1,1,0,0,10.0,8.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,4.5312725037085,0.0,1.0,0,,,,1,1,1,1,1,0,0,10.0,8.0,,,,0.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,13.593817511125502,0.0,1.0,0,,,,1,1,1,1,1,0,0,10.0,8.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,13.593817511125502,0.0,1.0,0,,,,1,1,1,1,1,0,0,10.0,8.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Tol (1999),28,1999,1,1995,2000,0.010000000000000002,13.593817511125502,0.0,1.0,0,,,,1,1,1,1,1,0,0,10.0,8.0,,,,1.0,,0,0,1,0.0,0,222,1.85,30
Nordhaus & Boyer (2000),29,2000,0,1990,2015,1.0,21.20498668706963,0.0,1.0,0,,,,1,1,0,1,0,1,0,,,1.0,,,0.0,,0,1,0,1.0,0,1183,0.0,1
Tol & Downing (2001),30,2001,0,1995,1995,0.1,68.9233528617727,0.0,1.0,0,,,,0,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,37,0.0,4
Tol & Downing (2001),30,2001,0,1995,1995,0.1,9.242595211348828,0.0,1.0,0,,,,0,1,1,1,1,0,0,3.0,1.0,,,,0.0,,0,0,1,0.0,0,37,0.0,4
Tol & Downing (2001),30,2001,0,1995,1995,1.0,120.9459601942218,0.0,1.0,0,,,,0,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,37,0.0,4
Tol & Downing (2001),30,2001,0,1995,1995,0.8,10.56296595582723,0.0,0.0,1,8.450372764661786,8.450372764661786,8.450372764661786,0,1,1,1,1,0,0,3.0,1.0,,,,0.0,,0,0,1,0.0,0,37,0.0,4
Clarkson & Deyes (2002),31,2002,0,2000,2000,1.0,203.52044672144405,0.0,1.0,0,,51.662725240941604,103.83696261298164,0,1,0,1,1,0,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,189,0.0,1
Newell & Pizer (2003),32,2003,1,1989,2000,0.1,15.98325982138753,0.0,1.0,0,,,,0,1,0,1,0,0,0,4.0,2.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.2,29.070598002663033,0.0,1.0,0,,,,0,1,0,1,0,0,0,,2.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.2,18.15520105147155,0.0,1.0,0,,,,0,1,0,1,0,0,0,,2.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.05,60.50805503810994,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.0,0.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.1,94.22883490518363,0.0,1.0,0,,,,0,1,0,1,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.1,64.93547369943505,0.0,1.0,0,,,,0,1,0,1,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.05,4.1211192570824995,0.0,1.0,0,,,,0,1,0,1,0,0,0,7.0,5.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.1,8.019475311079457,0.0,1.0,0,,,,0,1,0,1,0,0,0,,5.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Newell & Pizer (2003),32,2003,1,1989,2000,0.1,4.9843266690389685,0.0,1.0,0,,,,0,1,0,1,0,0,0,,5.0,,,,0.0,,0,0,0,0.0,0,309,2.26,9
Pearce (2003),33,2003,1,2000,2000,1.0,51.799128475901185,0.0,1.0,0,,19.60796502543988,19.607965025439885,0,1,0,1,0,1,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,297,0.46,1
Uzawa (2003),34,2003,0,2000,2000,1.0,322.2239979126704,0.0,1.0,0,,,,1,0,0,0,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,118,0.0,1
Cline (2004),35,2004,0,1990,1995,0.23529411764705882,394.13521326226663,0.0,1.0,0,,,,0,1,0,1,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2005,0.011764705882352941,1019.9441107590814,0.0,1.0,0,,,,0,1,0,1,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2005,0.011764705882352941,72.52935898731245,0.0,1.0,0,,,,0,1,0,1,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.23529411764705882,110.52577166480931,0.0,1.0,0,,,,0,1,0,1,0,1,0,,1.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.23529411764705882,55.262885832404656,0.0,1.0,0,,,,0,1,0,1,0,1,0,,2.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.23529411764705882,31.9296673698338,0.0,1.0,0,,,,0,1,0,1,0,1,0,,3.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.011764705882352941,416.31373993744836,0.0,1.0,0,,,,0,1,0,1,0,1,0,,1.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.011764705882352941,170.70091401564991,0.0,1.0,0,,,,0,1,0,1,0,1,0,,2.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Cline (2004),35,2004,0,1990,2025,0.011764705882352941,88.42061733184744,0.0,1.0,0,,,,0,1,0,1,0,1,0,,3.0,,,,0.0,,0,0,0,0.0,0,59,0.0,9
Hohmeyer (2004),36,2004,0,1990,1990,0.5,114.84734244836126,0.0,1.0,0,,,,0,1,0,1,0,0,0,,1.0,,,,0.0,,0,0,0,0.0,0,3,0.0,2
Hohmeyer (2004),36,2004,0,1990,1990,0.5,2117.4978763916606,0.0,1.0,0,,,,0,1,0,1,0,0,0,,0.0,,,,1.0,,0,0,0,0.0,0,3,0.0,2
Link & Tol (2004),37,2004,1,1995,2000,0.165,178.98526389648578,0.0,1.0,0,,,,1,1,1,1,1,0,0,,0.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.165,385.1581628152225,0.0,1.0,0,,,,1,1,1,1,1,0,0,,0.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.165,57.094033546727104,0.0,1.0,0,,,,1,1,1,1,1,0,0,,1.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.165,213.19637129948495,0.0,1.0,0,,,,1,1,1,1,1,0,0,,1.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.165,11.554744884456676,0.0,1.0,0,,,,1,1,1,1,1,0,0,,3.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.165,102.1801949586267,0.0,1.0,0,,,,1,1,1,1,1,0,0,,3.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,171.2821006401813,0.0,1.0,0,,,,1,1,1,1,1,0,0,,0.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,380.17376306114323,0.0,1.0,0,,,,1,1,1,1,1,0,0,,0.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,55.281524545243705,0.0,1.0,0,,,,1,1,1,1,1,0,0,,1.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,212.06355317355784,0.0,1.0,0,,,,1,1,1,1,1,0,0,,1.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,11.32818125927125,0.0,1.0,0,,,,1,1,1,1,1,0,0,,3.0,,,,0.0,,0,0,1,0.0,0,94,0.15,12
Link & Tol (2004),37,2004,1,1995,2000,0.0016666666666666668,101.95363133344127,0.0,1.0,0,,,,1,1,1,1,1,0,0,,3.0,,,,1.0,,0,0,1,0.0,0,94,0.15,12
Manne (2004),38,2004,0,2000,2000,0.05,601.5382661717557,0.0,1.0,0,,,,0,1,0,1,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,336,0.0,2
Manne (2004),38,2004,0,2000,2000,0.95,24.061530646870228,0.0,1.0,0,,,,0,1,0,1,0,0,0,,3.0,,,,0.0,,0,0,0,0.0,0,336,0.0,2
Mendelsohn (2004),39,2004,0,1990,2000,1.0,3.9626966118889193,0.0,1.0,0,0.6604494353148198,0.6739279952192039,0.6739279952192039,1,0,0,0,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,336,0.0,1
Downing et al. (2005),41,2005,0,2000,2000,1.0,101.76022336072202,0.0,1.0,0,,,,0,0,0,0,1,0,0,,,,,,1.0,,0,0,0,0.0,0,42,0.0,1
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,86.22048481795166,1.0,0.0,0,,33.759800652496494,82.86496523794595,0,1,0,1,0,0,1,,3.0,,,,1.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,70.17946438670484,1.0,0.0,0,,27.621655079315314,70.58867409158358,0,1,0,1,0,0,1,,3.0,,,,1.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,62.158954171081426,1.0,0.0,0,,23.52955803052786,62.404479994008675,0,1,0,1,0,0,1,,3.0,,,,0.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,92.23586747966921,1.0,0.0,0,,36.82887343908709,73.65774687817418,0,1,0,1,0,0,1,,3.0,,,,1.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,74.18971949451654,1.0,0.0,0,,28.64467934151218,68.54262556718984,0,1,0,1,0,0,1,,3.0,,,,1.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005b),42,2005,0,2000,2000,0.16666666666666666,64.16408172498728,1.0,0.0,0,,24.552582292724722,59.335407207418086,0,1,0,1,0,0,1,,3.0,,,,0.0,,1,0,0,0.0,0,4,0.0,6
Hope (2005a),43,2005,1,2000,2000,1.0,42.1076786320229,1.0,0.0,0,,11.2532668841655,27.621655079315314,0,1,0,1,0,0,1,,3.0,,,,0.0,,1,0,0,0.0,0,14,1.56,1
Tol (2005),44,2005,1,1995,2005,0.08333333333333334,38.68187862345606,0.0,1.0,0,,,,1,1,1,1,1,0,0,2.0,0.0,,,,0.0,,0,0,1,0.0,0,76,0.67,6
Tol (2005),44,2005,1,1995,2005,0.16666666666666669,31.2953892380725,0.0,1.0,0,,,,1,1,1,1,1,0,0,2.0,0.0,,,,1.0,,0,0,1,0.0,0,76,0.67,6
Tol (2005),44,2005,1,1995,2005,0.16666666666666669,7.38648938538357,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,0.0,,0,0,1,0.0,0,76,0.67,6
Tol (2005),44,2005,1,1995,2005,0.33333333333333337,12.82916577461357,0.0,1.0,0,,,,1,1,1,1,1,0,0,3.0,1.0,,,,1.0,,0,0,1,0.0,0,76,0.67,6
Tol (2005),44,2005,1,1995,2005,0.08333333333333334,-12.82916577461357,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,0.0,,0,0,1,0.0,0,76,0.67,6
Tol (2005),44,2005,1,1995,2005,0.16666666666666669,-0.9719064980767855,0.0,1.0,0,,,,1,1,1,1,1,0,0,5.0,3.0,,,,1.0,,0,0,1,0.0,0,76,0.67,6
Guo et al. (2006),45,2006,1,1995,2000,0.015873015873015872,131.40690260754653,0.0,1.0,0,,,,0,1,1,1,1,0,0,,0.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.015873015873015872,24.92199877039675,0.0,1.0,0,,,,0,1,1,1,1,0,0,,1.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.015873015873015872,-5.210963379264775,0.0,1.0,0,,,,0,1,1,1,1,0,0,,3.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.14285714285714285,40.7814525333765,0.0,1.0,0,,,,0,1,1,1,1,0,0,,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.007936507936507936,14.953199262238051,0.0,1.0,0,,,,0,1,1,1,1,0,0,3.5,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.14285714285714285,199.375990163174,0.0,1.0,0,,,,0,1,1,1,1,0,0,,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.007936507936507936,4.757836128893926,0.0,1.0,0,,,,0,1,1,1,1,0,0,4.0,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.21428571428571427,199.375990163174,0.0,1.0,0,,,,0,1,1,1,1,0,0,,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.007936507936507936,4.757836128893926,0.0,1.0,0,,,,0,1,1,1,1,0,0,4.0,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,419.14270659303634,0.0,1.0,0,,,,0,1,1,1,1,0,0,,0.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,65.70345130377326,0.0,1.0,0,,,,0,1,1,1,1,0,0,,1.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,-2.9453271274105255,0.0,1.0,0,,,,0,1,1,1,1,0,0,,3.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,192.57908140761126,0.0,1.0,0,,,,0,1,1,1,1,0,0,,0.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,33.984543777813755,0.0,1.0,0,,,,0,1,1,1,1,0,0,,1.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.03571428571428571,-4.757836128893926,0.0,1.0,0,,,,0,1,1,1,1,0,0,,3.0,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Guo et al. (2006),45,2006,1,1995,2000,0.21428571428571427,79.29726881489876,0.0,1.0,0,,,,0,1,1,1,1,0,0,,,,,,0.0,,0,0,1,0.0,0,103,1.24,16
Hope (2006),46,2006,1,2000,2000,1.0,38.097423524211194,1.0,0.0,0,,15.345363932952951,32.73677639029963,0,1,0,1,0,0,1,,3.0,,,,0.0,,1,0,0,0.0,0,307,0.0,1
Stern et al. (2006),47,2006,0,2000,2000,1.0,629.6100519264377,0.0,1.0,0,,,,0,1,0,1,0,0,1,1.4,0.1,1.0,1.3,,0.0,4.0,0,0,0,0.0,0,4237,0.0,1
