idstudy,idcountry,study,pcc,se_pcc,tstat,estimate,se_estimate,education_choice,education_attainment,education_test,employment_continuous,employment_dummy,employment_categorical,longitudinal_data,crosssectional_data,secondary_education,tertiary_education,male_students,female_students,mixed_gender_students,europe,germany,usa,other_countries,data_year,sample_size,ols_method,matching_method,did_method,panel_method,iv_method,dynamic_model,number_of_variables,ability_control,motivation_control,parental_education_control,age_control,ethnicity_control,publication_year,citations,published_study,impact_factor,low_intensity_employment,medium_intensity_employment,high_intensity_employment,oncampus_employment,parttime_students,twoyear_college,undergraduate_students,minority_students,caucasian_students,homogeneous_subsample,endogeneity_control,selfreported_education,sample_size_full,country,pub_year,mid_year
49,1,Sabia (2009),-0.005749512354677985,0.02673523244925263,-0.21505376344086022,-0.04,0.186,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.04714402981959002,0.02866866678218312,-1.6444444444444444,-0.074,0.045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.04301102896395923,0.02867401930930616,-1.4999999999999998,-0.009,0.006,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.029209938364800944,0.028688332322572355,-1.0181818181818183,-0.056,0.055,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.02302110596078147,0.0286929726467711,-0.8023255813953489,-0.069,0.086,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.05163278904991005,0.02866229628361148,-1.8014184397163122,-0.254,0.141,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.004314425953118165,0.028700311775090408,0.1503267973856209,0.023,0.153,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04340796372866174,0.026758333805339426,1.6222222222222222,0.073,0.045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.010712816901946802,0.026782042254867,0.4,0.002,0.005,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04272071189265695,0.02675912722946644,1.5964912280701753,0.091,0.057,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.03092485378081126,0.026770768944582888,1.1551724137931034,0.067,0.058,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.010469370787346405,0.02678211131646755,0.3909090909090909,0.043,0.11,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.005567286924398063,0.02678316412277987,-0.20786516853932585,-0.037,0.178,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.04078815830456789,0.028724055144061896,-1.4199999999999997,-0.071,0.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.0383025108837049,0.028726883162778674,-1.3333333333333333,-0.008,0.006,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.033190575255558886,0.02873213977346889,-1.1551724137931034,-0.067,0.058,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.020119511737073253,0.02874215962439036,-0.7000000000000001,-0.063,0.09,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.028098036490009425,0.028736628228418732,-0.9777777777777777,-0.132,0.135,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.008803727296716685,0.028746864642340195,-0.30625,-0.049,0.16,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04274850456384707,0.02679757002509816,1.5952380952380953,0.067,0.042,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.02681244600858593,0.026812446008585934,1.0,0.004,0.004,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04122966477847112,0.02679928210600623,1.5384615384615385,0.08,0.052,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.022111052368901426,0.026815531596327262,0.8245614035087719,0.047,0.057,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.011057553628906603,0.026820449227560692,0.41228070175438597,0.047,0.114,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.019280270349349125,0.02681710330409469,0.7189542483660131,0.11,0.153,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.1780538303479458,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.038170426491914586,0.028774629201597148,-1.3265306122448979,-0.065,0.049,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.03836588487647725,0.028774413657357938,-1.3333333333333333,-0.008,0.006,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.028279113665165206,0.02878409783775744,-0.9824561403508771,-0.056,0.057,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.023989439294623032,0.028787327153547638,-0.8333333333333334,-0.07,0.084,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.023495814597272315,0.02878766473179311,-0.8161764705882353,-0.111,0.136,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),-0.013676637448565896,0.028792920944349255,-0.475,-0.076,0.16,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.118826249062078,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1235,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04581169491740946,0.026832564165911257,1.707317073170732,0.07,0.041,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.016114366641495927,0.026857277735826544,0.6,0.003,0.005,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04472314851171622,0.02683388910702973,1.666666666666667,0.085,0.051,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.02548668209433902,0.02685204006367861,0.9491525423728814,0.056,0.059,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.009437145982461051,0.026859569334696833,0.35135135135135137,0.039,0.111,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.014135832447754184,0.02685808165073295,0.5263157894736842,0.08,0.152,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.254884810077338,1.0,0.0,0.0,0.0,0.0,0.0,3.332204510175204,0.0,1.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1415,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.04131523822962927,0.018417636319232326,2.2432432432432434,0.083,0.037,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.00614434249775262,0.018433027493257863,0.3333333333333333,0.001,0.003,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.046833443526253654,0.018413148736817674,2.5434782608695654,0.117,0.046,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.023125892575589186,0.01842844564617263,1.254901960784314,0.064,0.051,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.02145030376955758,0.018429134224549473,1.1639344262295082,0.071,0.061,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.010796062114850994,0.01843230117169682,0.5857142857142856,0.041,0.07,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.08209608595954389,0.018371152102835003,4.468749999999999,0.143,0.032,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.024570413934570223,0.01842781045092767,1.3333333333333333,0.004,0.003,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.08859132560502533,0.018360896498450845,4.825,0.193,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.05279181074178613,0.018407670850754378,2.8679245283018866,0.152,0.053,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.015216489897091958,0.018431241283801525,0.8255813953488372,0.071,0.086,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.007223701899972148,0.018432894503377203,0.39189189189189194,0.029,0.074,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.03508540106629518,0.018466000561207986,1.9000000000000001,0.057,0.03,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
49,1,Sabia (2009),0.006159008765131811,0.018477026295395438,0.3333333333333333,0.001,0.003,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.3843902633457743,7.987864096085687,1.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,0.0,0.0,1.0,1.0,1.0,3.4433518214161913,1.40089316054105,1.0,1.354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2945,USA,2009.2916666666667,1995.5
