A,idstudy,label,study,idcoeff,sigma,se,t,viadelta,preferred,byproduct,crosssec,timeser,panel,nobs,midpoint,time_span,cross_units,annual,quart,firmdata,inddata,stadata,coudata,country,idcountry,country_US,country_Eur,country_Eur_noUK,country_UK,develop,ind_primary,ind_second,ind_tertiary,ind_disagg,ind_materials,ind_industrials,ind_consumer,ind_services,database_ASM_CM,database_OECD,database_jorgenson,e_sys_cesfoc,e_sys_2foc,e_cesnonlin,e_ceslinapprox,e_foc_k_r,e_foc_l_w,e_foc_kl_rw,e_foc_k_share,e_foc_l_share,e_foc_kl_share,e_focrev_k_r,e_focrev_l_w,e_focrev_kl_rw,e_focrev_k_share,e_focrev_l_share,e_focrev_kl_share,cerest,cerest2,norm,twolevel,partialsig,UCE,est_dynamic,est_nonlin,est_sur,identif,diff,timefe,unitfe,shortrun_expl,longrun_expl,longrun_unadj,pfoth,pfhum,pflatc,pfcatc,pftfp,pfskill,VES,tcconst,tcother,nocrs,nofullcomp,capacadj,w_nominal,w_direct,l_hours,l_years,l_numwork,l_numwork_fte,l_force,r_ucc,r_ucctax,r_quasi,r_other,r_nom,r_gross,k_it,k_equip,k_struct,k_resincl,k_services,k_perpet,k_index,y_index,y_other,qualadjust,selfempl,grosssigma,top,pubyear,impact,citations
1647,62,Griliches1967,Griliches (1967),13,0.849,0.144,,0,0.0,0.5,1,0,0,33.0,1958.0,1,33,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1648,62,Griliches1967,Griliches (1967),14,1.24,0.383,,0,0.0,0.5,1,0,0,30.0,1958.0,1,30,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1649,62,Griliches1967,Griliches (1967),15,0.662,0.314,,0,0.0,0.5,1,0,0,25.0,1958.0,1,25,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1650,62,Griliches1967,Griliches (1967),16,0.961,0.547,,0,0.0,0.5,1,0,0,27.0,1958.0,1,27,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1651,62,Griliches1967,Griliches (1967),17,0.752,0.427,,0,0.0,0.5,1,0,0,11.0,1958.0,1,11,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1652,62,Griliches1967,Griliches (1967),18,1.094,0.54,,0,0.0,0.5,1,0,0,21.0,1958.0,1,21,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1653,62,Griliches1967,Griliches (1967),19,0.628,0.212,,0,0.0,0.5,1,0,0,24.0,1958.0,1,24,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1654,62,Griliches1967,Griliches (1967),20,1.175,0.202,,0,0.0,0.5,1,0,0,23.0,1958.0,1,23,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1655,62,Griliches1967,Griliches (1967),21,0.678,0.277,,0,0.0,0.5,1,0,0,17.0,1958.0,1,17,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1656,62,Griliches1967,Griliches (1967),22,0.7,0.396,,0,0.0,0.5,1,0,0,16.0,1958.0,1,16,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1657,62,Griliches1967,Griliches (1967),23,0.902,0.434,,0,0.0,0.5,1,0,0,15.0,1958.0,1,15,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1658,62,Griliches1967,Griliches (1967),24,1.164,0.401,,0,0.0,0.5,1,0,0,14.0,1958.0,1,14,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1659,62,Griliches1967,Griliches (1967),25,1.877,0.494,,0,0.0,0.5,1,0,0,16.0,1958.0,1,16,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1660,62,Griliches1967,Griliches (1967),26,2.374,0.473,,0,0.0,0.5,1,0,0,28.0,1958.0,1,28,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1661,62,Griliches1967,Griliches (1967),27,1.203,0.283,,0,0.0,0.5,1,0,0,33.0,1958.0,1,33,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1662,62,Griliches1967,Griliches (1967),28,2.004,0.294,,0,0.0,0.5,1,0,0,30.0,1958.0,1,30,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1663,62,Griliches1967,Griliches (1967),29,1.533,0.529,,0,0.0,0.5,1,0,0,25.0,1958.0,1,25,1,0,0,0,1,0,US,97,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1664,62,Griliches1967,Griliches (1967),30,1.198,0.047,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1665,62,Griliches1967,Griliches (1967),31,1.056,0.089,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1666,62,Griliches1967,Griliches (1967),32,1.258,0.074,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1967,0.0,4.826923076923077
1667,62,Griliches1967,Griliches (1967),33,0.996,0.053,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1668,62,Griliches1967,Griliches (1967),34,1.035,0.096,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1967,0.0,4.826923076923077
1669,62,Griliches1967,Griliches (1967),35,0.993,0.095,,0,0.0,0.5,1,0,0,440.0,1958.0,1,440,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1670,62,Griliches1967,Griliches (1967),36,1.122,0.07,,0,0.0,0.5,1,0,0,440.0,1958.0,1,440,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1671,62,Griliches1967,Griliches (1967),37,1.039,0.099,,0,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1967,0.0,4.826923076923077
1672,62,Griliches1967,Griliches (1967),38,1.2874444274107006,0.22548120967176719,,1,0.0,0.5,1,0,0,417.0,1958.0,1,417,1,0,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0,1,0,1967,0.0,4.826923076923077
1673,59,Fuchs1963,Fuchs (1963),1,0.902,0.08,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1674,59,Fuchs1963,Fuchs (1963),2,1.086,0.098,,0,0.0,0.0,1,0,0,14.0,1953.0,1,14,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1675,59,Fuchs1963,Fuchs (1963),3,1.324,0.167,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1676,59,Fuchs1963,Fuchs (1963),4,1.065,0.105,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1677,59,Fuchs1963,Fuchs (1963),5,0.898,0.183,,0,0.0,0.0,1,0,0,13.0,1953.0,1,13,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1678,59,Fuchs1963,Fuchs (1963),6,1.215,0.208,,0,0.0,0.0,1,0,0,15.0,1953.0,1,15,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1679,59,Fuchs1963,Fuchs (1963),7,0.976,0.104,,0,0.0,0.0,1,0,0,18.0,1953.0,1,18,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1680,59,Fuchs1963,Fuchs (1963),8,0.948,0.083,,0,0.0,0.0,1,0,0,15.0,1953.0,1,15,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1681,59,Fuchs1963,Fuchs (1963),9,1.083,0.141,,0,0.0,0.0,1,0,0,18.0,1953.0,1,18,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1682,59,Fuchs1963,Fuchs (1963),10,1.043,0.09,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1683,59,Fuchs1963,Fuchs (1963),11,0.912,0.175,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1684,59,Fuchs1963,Fuchs (1963),12,1.021,0.085,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1685,59,Fuchs1963,Fuchs (1963),13,0.975,0.1,,0,0.0,0.0,1,0,0,14.0,1953.0,1,14,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1686,59,Fuchs1963,Fuchs (1963),14,1.113,0.104,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1687,59,Fuchs1963,Fuchs (1963),15,1.058,0.181,,0,0.0,0.0,1,0,0,14.0,1953.0,1,14,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1688,59,Fuchs1963,Fuchs (1963),16,1.06,0.088,,0,0.0,0.0,1,0,0,16.0,1953.0,1,16,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1689,59,Fuchs1963,Fuchs (1963),17,0.658,0.197,,0,0.0,0.0,1,0,0,13.0,1953.0,1,13,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1690,59,Fuchs1963,Fuchs (1963),18,1.269,0.096,,0,0.0,0.0,1,0,0,13.0,1953.0,1,13,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1691,59,Fuchs1963,Fuchs (1963),19,1.078,0.125,,0,0.0,0.0,1,0,0,12.0,1953.0,1,12,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1692,59,Fuchs1963,Fuchs (1963),20,1.308,0.217,,0,0.0,0.0,1,0,0,12.0,1953.0,1,12,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1693,59,Fuchs1963,Fuchs (1963),21,0.756,0.112,,0,0.0,0.0,1,0,0,13.0,1953.0,1,13,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1694,59,Fuchs1963,Fuchs (1963),22,0.935,0.197,,0,0.0,0.0,1,0,0,10.0,1953.0,1,10,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1695,59,Fuchs1963,Fuchs (1963),23,1.006,0.166,,0,0.0,0.0,1,0,0,13.0,1953.0,1,13,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
1696,59,Fuchs1963,Fuchs (1963),24,1.026,0.214,,0,0.0,0.0,1,0,0,14.0,1953.0,1,14,1,0,0,0,0,1,world,103,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1963,1.215,1.0
