label,country,studyid,estimateid,numberofestimates,invnoest,publicationyear,published,numberofcitations,numberofyears,citations,impact,incomeelasticity,tvalue,standarderror,inverseofstandarderror,longrun,average,marginal,otherprice,differencevariable,discretecontinuous,decreasing,increasing,flat,notavailable,firstyearofdependentvariable,lastyearofdependentvariable,midyear,daily,monthly,quarterly,annual,crosssection,timeseries,paneldata,householddata,aggregatedata,lagged,evaporation,householdsize,populationdensity,temperature,rainfall,ovb,iv,paneltechnique,otherestimator,developed,us,europe,otherlocation,reference
Reynaud et al. (2005),Other,27,8,8,0.125,2005,1,17,11,1.5454545,0.007,0.25,1.341,0.18642804,5.364,0,1,0,0,0,1,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Gaudin (2005),US,28,1,5,0.2,2005,1,8,11,0.72727273,0.0,0.3,5.2631579,0.057,17.54386,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2005): ""Using water bills to reinforce price signals: evidence from the USA."" Water Science and Technology: Water Supply 5(6): pp. 163--171."
Gaudin (2005),US,28,2,5,0.2,2005,1,8,11,0.72727273,0.0,0.31,5.3448276,0.058,17.241379,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2005): ""Using water bills to reinforce price signals: evidence from the USA."" Water Science and Technology: Water Supply 5(6): pp. 163--171."
Gaudin (2005),US,28,3,5,0.2,2005,1,8,11,0.72727273,0.0,0.31,4.1891892,0.074,13.513514,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2005): ""Using water bills to reinforce price signals: evidence from the USA."" Water Science and Technology: Water Supply 5(6): pp. 163--171."
Gaudin (2005),US,28,4,5,0.2,2005,1,8,11,0.72727273,0.0,0.25,3.0120482,0.083,12.048193,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2005): ""Using water bills to reinforce price signals: evidence from the USA."" Water Science and Technology: Water Supply 5(6): pp. 163--171."
Gaudin (2005),US,28,5,5,0.2,2005,1,8,11,0.72727273,0.0,0.3,4.2253521,0.071,14.084507,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2005): ""Using water bills to reinforce price signals: evidence from the USA."" Water Science and Technology: Water Supply 5(6): pp. 163--171."
Carter & Milon (2005),US,29,1,3,0.3333333333333333,2005,1,72,11,6.5454545,0.13,0.048,9.6,0.005,200.0,0,0,0,1,0,0,0,1,0,0,1997,1999,1998.0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,"Carter, D. W. & J. W. Milon (2005): ""Price knowledge in household demand for utility services."" Land Economics 81(2): pp. 265--283."
Carter & Milon (2005),US,29,2,3,0.3333333333333333,2005,1,72,11,6.5454545,0.13,0.055,11.0,0.005,200.0,0,0,0,1,0,0,0,1,0,0,1997,1999,1998.0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,"Carter, D. W. & J. W. Milon (2005): ""Price knowledge in household demand for utility services."" Land Economics 81(2): pp. 265--283."
Carter & Milon (2005),US,29,3,3,0.3333333333333333,2005,1,72,11,6.5454545,0.13,-0.009,-0.34615385,0.026,38.461538,0,0,0,1,0,0,0,1,0,0,1997,1999,1998.0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,"Carter, D. W. & J. W. Milon (2005): ""Price knowledge in household demand for utility services."" Land Economics 81(2): pp. 265--283."
Strand & Walker (2005),Other,30,1,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.024,2.94,0.00816326,122.5,1,0,1,0,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Strand & Walker (2005),Other,30,2,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.022,1.57,0.01401274,71.363636,1,0,0,1,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Strand & Walker (2005),Other,30,3,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.077,4.84,0.01590909,62.857143,1,1,0,0,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Strand & Walker (2005),Other,30,4,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.041,3.8,0.01078947,92.682927,1,1,0,0,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Strand & Walker (2005),Other,30,5,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.061,6.83,0.00893119,111.96721,1,1,0,0,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Strand & Walker (2005),Other,30,6,6,0.16666666666666666,2005,1,55,11,5.0,0.098,0.055,3.15,0.01746032,57.272727,1,1,0,0,0,0,0,1,0,0,1995,1998,1996.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Strand, J. & I. Walker (2005): ""Water markets and demand in Central American cities."" Environment and Development Economics 10(3): pp. 313--335."
Hanemann & Nauges (2005),US,31,1,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.235,29.375,0.008,125.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,2,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.236,33.714286,0.007,142.85714,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,3,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.233,33.285714,0.007,142.85714,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,4,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.256,32.0,0.008,125.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,5,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.258,36.857143,0.007,142.85714,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,6,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.257,36.714286,0.007,142.85714,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,7,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.097,32.333333,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,8,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.097,32.333333,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,9,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.096,32.0,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,10,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.086,28.666667,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,11,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.086,28.666667,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,12,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.086,28.666667,0.003,333.33333,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,13,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,-0.008,-1.6,0.005,200.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,14,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,-0.008,-1.6,0.005,200.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,15,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,-0.006,-1.2,0.005,200.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,16,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.055,11.0,0.005,200.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,17,18,0.05555555555555555,2005,1,4,11,0.36363636,0.0,0.055,13.75,0.004,250.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Hanemann & Nauges (2005),US,31,18,18,0.05555555555555555,2005,1,126,11,11.454545,0.0,0.055,13.75,0.004,250.0,0,1,0,0,0,0,0,0,0,1,1988,1992,1990.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Hanemann, W. M. & C. Nauges (2005): ""Heterogeneous responses to water conservation programs: the case of residential users in Los Angeles."" CUDARE Working Paper Series 1026, University of California at Berkeley, Department of Agricultural and Resource Economics and Policy."
Gaudin (2006),US,32,1,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.3,5.0,0.06,16.666667,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Gaudin (2006),US,32,2,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.31,5.1666667,0.06,16.666667,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Gaudin (2006),US,32,3,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.31,5.1666667,0.06,16.666667,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Gaudin (2006),US,32,4,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.3,4.0,0.075,13.333333,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Gaudin (2006),US,32,5,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.25,2.9761905,0.084,11.904762,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Gaudin (2006),US,32,6,6,0.16666666666666666,2006,1,126,10,12.6,0.094,0.3,4.109589,0.073,13.69863,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,"Gaudin, S. (2006): ""Effect of price information on residential water demand."" Applied economics 38(4): pp. 383--393."
Hoffmann et al. (2006),Other,33,1,3,0.3333333333333333,2006,1,94,10,9.4,0.043,0.235,8.1034483,0.029,34.482759,0,0,1,0,0,0,0,0,1,0,1998,2003,2000.5,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Hoffmann, M., A. Worthington, & H. Higgs (2006): ""Urban water demand with fixed volumetric charging in a large municipality: The case of Brisbane, Australia."" Australian Journal of Agricultural and Resource Economics 50(3): pp. 347--359."
Hoffmann et al. (2006),Other,33,2,3,0.3333333333333333,2006,1,94,10,9.4,0.043,0.298,6.2083333,0.048,20.833333,0,0,1,0,0,0,0,0,1,0,1998,2003,2000.5,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Hoffmann, M., A. Worthington, & H. Higgs (2006): ""Urban water demand with fixed volumetric charging in a large municipality: The case of Brisbane, Australia."" Australian Journal of Agricultural and Resource Economics 50(3): pp. 347--359."
Hoffmann et al. (2006),Other,33,3,3,0.3333333333333333,2006,1,94,10,9.4,0.043,0.191,5.7878788,0.033,30.30303,0,0,1,0,0,0,0,0,1,0,1998,2003,2000.5,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Hoffmann, M., A. Worthington, & H. Higgs (2006): ""Urban water demand with fixed volumetric charging in a large municipality: The case of Brisbane, Australia."" Australian Journal of Agricultural and Resource Economics 50(3): pp. 347--359."
Yoo (2007),Other,34,1,2,0.5,2007,1,3,9,0.33333333,0.043,0.157,3.05,0.05147541,19.426752,0,1,0,0,0,0,0,0,0,1,2002,2002,2002.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Yoo, S.-H. (2007): ""Estimation of household tap water demand function with correction for sample selection bias."" Applied Economics Letters 14(14): pp. 1079--1082."
Yoo (2007),Other,34,2,2,0.5,2007,1,3,9,0.33333333,0.043,0.109,1.99,0.05477387,18.256881,0,1,0,0,0,0,0,0,0,1,2002,2002,2002.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Yoo, S.-H. (2007): ""Estimation of household tap water demand function with correction for sample selection bias."" Applied Economics Letters 14(14): pp. 1079--1082."
Musolesi & Nosvelli (2007),Europe,35,1,1,1.0,2007,1,27,9,3.0,0.043,0.181,2.2073171,0.082,12.195122,0,1,0,0,0,0,0,1,0,0,1998,2001,1999.5,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,"Musolesi, A. & M. Nosvelli (2007): ""Dynamics of residential water consumption in a panel of Italian municipalities."" Applied Economics Letters 14(6): pp. 441--444."
Nauges & Strand (2007),Other,36,1,1,1.0,2007,1,35,9,3.8888889,0.032,0.0556,0.44947454,0.1237,8.0840744,0,0,1,0,0,0,0,1,0,0,1995,1997,1996.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Nauges, C. & J. Strand (2007): ""Estimation of non-tap water demand in Central American cities."" Resource and Energy Economics 29(3): pp. 165--182."
Olmstead et al. (2007),US,37,1,4,0.25,2007,1,246,9,27.333333,0.502,0.1306,11.067797,0.0118,84.745763,1,0,1,0,0,1,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,"Olmstead, S. M., W. M. Hanemann, & R. N. Stavins (2007): ""Water demand under alternative price structures."" Journal of Environmental Economics and Management 54(2): pp. 181--198."
Olmstead et al. (2007),US,37,2,4,0.25,2007,1,246,9,27.333333,0.502,0.1959,12.018405,0.0163,61.349693,1,0,1,0,0,1,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,"Olmstead, S. M., W. M. Hanemann, & R. N. Stavins (2007): ""Water demand under alternative price structures."" Journal of Environmental Economics and Management 54(2): pp. 181--198."
Olmstead et al. (2007),US,37,3,4,0.25,2007,1,246,9,27.333333,0.502,0.0432,0.86573146,0.0499,20.04008,1,0,1,0,0,0,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,"Olmstead, S. M., W. M. Hanemann, & R. N. Stavins (2007): ""Water demand under alternative price structures."" Journal of Environmental Economics and Management 54(2): pp. 181--198."
Olmstead et al. (2007),US,37,4,4,0.25,2007,1,246,9,27.333333,0.502,0.1308,11.084746,0.0118,84.745763,1,0,1,0,0,1,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,"Olmstead, S. M., W. M. Hanemann, & R. N. Stavins (2007): ""Water demand under alternative price structures."" Journal of Environmental Economics and Management 54(2): pp. 181--198."
Basani et al. (2008),Other,38,1,2,0.5,2008,1,34,8,4.25,0.121,0.191,3.44,0.05552326,18.010471,0,0,0,1,0,0,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Basani, M., J. Isham, & B. Reilly (2008): ""The determinants of water connection and water consumption: empirical evidence from a Cambodian household survey."" World Development 36(5): pp. 953--968."
Basani et al. (2008),Other,38,2,2,0.5,2008,1,34,8,4.25,0.121,0.189,3.42,0.05526316,18.095238,0,0,0,1,0,0,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Basani, M., J. Isham, & B. Reilly (2008): ""The determinants of water connection and water consumption: empirical evidence from a Cambodian household survey."" World Development 36(5): pp. 953--968."
Frondel & Messner (2008),Europe,39,1,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.308,3.1428571,0.098,10.204082,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Frondel & Messner (2008),Europe,39,2,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.128,0.67368421,0.19,5.2631579,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Frondel & Messner (2008),Europe,39,3,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.306,2.8867925,0.106,9.4339623,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Frondel & Messner (2008),Europe,39,4,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.299,3.1145833,0.096,10.416667,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Frondel & Messner (2008),Europe,39,5,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.304,3.1340206,0.097,10.309278,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Frondel & Messner (2008),Europe,39,6,6,0.16666666666666666,2008,0,12,8,1.5,0.0,0.297,3.0618557,0.097,10.309278,1,1,0,0,0,0,0,0,0,1,1998,2001,1999.5,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,"Frondel, M. & M. Messner (2008): ""Price perception and residential water demand: evidence from a German household panel."" In ""16th Annual Conference of the European Association of Environmental and Resource Economists in Gothenburg,"" pp. 25--28."
Cheesman et al. (2008),Other,40,1,3,0.3333333333333333,2008,1,16,8,2.0,0.007,0.141,1.6588235,0.085,11.764706,0,1,0,0,0,0,0,0,1,0,2006,2006,2006.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"Cheesman, J., J. Bennett, & T. V. H. Son (2008): ""Estimating household water demand using revealed and contingent behaviors: Evidence from Vietnam."" Water resources research 44(11)."
Cheesman et al. (2008),Other,40,2,3,0.3333333333333333,2008,1,16,8,2.0,0.007,0.003,0.05263158,0.057,17.54386,0,1,0,0,0,0,0,0,1,0,2006,2006,2006.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Cheesman, J., J. Bennett, & T. V. H. Son (2008): ""Estimating household water demand using revealed and contingent behaviors: Evidence from Vietnam."" Water resources research 44(11)."
Cheesman et al. (2008),Other,40,3,3,0.3333333333333333,2008,1,16,8,2.0,0.007,0.186,3.2068966,0.058,17.241379,0,1,0,0,0,0,0,0,1,0,2006,2006,2006.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Cheesman, J., J. Bennett, & T. V. H. Son (2008): ""Estimating household water demand using revealed and contingent behaviors: Evidence from Vietnam."" Water resources research 44(11)."
Statzu & Strazzera (2009),Europe,41,1,5,0.2,2009,0,5,7,0.71428571,0.0,0.12,3.33,0.03603604,27.75,0,1,0,0,0,0,0,1,0,0,2000,2005,2002.5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,"Statzu, V. & E. Strazzera (2009): ""Water demand for residential uses in a mediterranean region: Econometric analysis and policy implications."" Working paper, University of Cagliari."
